award_id,dollars_obligated,awarding_agency_name,recipient_duns,recipient_name,contract_pricing_code,contract_pricing,naics_code,naics_description,extent_competed,solicitation_procedures,awarding_agency_abbr
SPE2D619F6V6E,140.69,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5KY0,55.5,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
47QSWA19F4HKG,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F4HLM,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
SAQMMA16M3001,607890,DEPARTMENT OF STATE (DOS),33776118,"TRITEK TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,333318,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOS
36C24719F0499,45547.69,DEPARTMENT OF VETERANS AFFAIRS (VA),16855343,MOOR INSTRUMENTS INC,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,VA
75D30119F05117,14288.57,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),56339393,LAB PRODUCTS INC,J,FIRM FIXED PRICE,333999,ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,HHS
VA24514C0068,366595.16,DEPARTMENT OF VETERANS AFFAIRS (VA),51154354,"ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC, INC.",J,FIRM FIXED PRICE,562111,SOLID WASTE COLLECTION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,VA
19AQMM19F1828,44063.4,DEPARTMENT OF STATE (DOS),849956883,FRONTIER TECHNOLOGIES INC.,J,FIRM FIXED PRICE,541519,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,DOS
HHSN263201500123B,0,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),2491512,"UNITED ELECTRIC SUPPLY COMPANY, INC.",J,FIRM FIXED PRICE,335122,"COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",,,HHS
75D30119D03770,18445004.8,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),876516568,ASTRAZENECA PHARMACEUTICALS LP,J,FIRM FIXED PRICE,325412,PHARMACEUTICAL PREPARATION MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,HHS
75N95D19P00121,11998.8,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,HHS
HHSN261201400031U,15047.5,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,HHS
VA24513C0107,7128244.95,DEPARTMENT OF VETERANS AFFAIRS (VA),961690448,JNI CCC JV1,J,FIRM FIXED PRICE,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SEALED BID,VA
SPE30019F5H86,76.2,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE5EK19V4708,17.92,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,332510,HARDWARE MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE8EZ19P0514,4315.26,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,333517,MACHINE TOOL MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE2D619F6H3M,58.38,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6J3Z,231.79,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6J4Y,152.14,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6J5N,144.64,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6J5Y,70.91,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6J8W,333.91,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6K2R,1191,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6K8J,550.26,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6L7U,151.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5J30,55.12,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5J31,103.55,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
W81XWH18F0159,44168.28,DEPARTMENT OF DEFENSE (DOD),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,DOD
HE125418C0009,18787999,DEPARTMENT OF DEFENSE (DOD),152741575,CAESAR RODNEY SCHOOL DISTRICT,J,FIRM FIXED PRICE,611110,ELEMENTARY AND SECONDARY SCHOOLS,NOT COMPETED,ONLY ONE SOURCE,DOD
SPE2D619F6M7P,70.91,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6P9H,388.26,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6Q0V,129.42,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6Q1G,341.72,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6Q6V,197.84,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6R5Y,216.96,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6R8V,1033.75,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
W9124M19F0132,1325.75,DEPARTMENT OF DEFENSE (DOD),51154354,"ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC, INC.",J,FIRM FIXED PRICE,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPEFA319P0708,29766,DEPARTMENT OF DEFENSE (DOD),173551094,"MILLER METAL FABRICATION, INC.",J,FIRM FIXED PRICE,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
N0060419F4013,93635,DEPARTMENT OF DEFENSE (DOD),849956883,FRONTIER TECHNOLOGIES INC.,J,FIRM FIXED PRICE,541519,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,DOD
SPE2D619F6Q8X,150.25,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6S3H,131.2,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6T3F,212.73,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5KZK,74.75,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
47QSWA19F4HRJ,410.31,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F4HW5,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F4HW6,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F4J5H,319.13,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F4JHK,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
19AQMM18C0088,143975.5,DEPARTMENT OF STATE (DOS),33776118,"TRITEK TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,491110,POSTAL SERVICE,NOT COMPETED,ONLY ONE SOURCE,DOS
3,1618.2,PEACE CORPS (EOP),133120241,"RYAN, RICHARD K",J,FIRM FIXED PRICE,561611,INVESTIGATION SERVICES,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,EOP
68HE0219F0026,200000,ENVIRONMENTAL PROTECTION AGENCY (EPA),197020662,"GUARDIAN ENVIRONMENTAL SERVICES COMPANY, INC.",Y,TIME AND MATERIALS,562910,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,EPA
V797P2211D,0,DEPARTMENT OF VETERANS AFFAIRS (VA),785395237,ASTRAZENECA LIMITED PARTNERSHIP,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,325412,PHARMACEUTICAL PREPARATION MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,VA
70Z02719P5AADG500,4520,DEPARTMENT OF HOMELAND SECURITY (DHS),64356967,JOHN R. SEIBERLICH INC.,J,FIRM FIXED PRICE,238220,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",NOT COMPETED,ONLY ONE SOURCE,DHS
HHSN268201700193A,31551.12,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,HHS
80NSSC19P1159,190615,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),615257847,TA INSTRUMENTS - WATERS L.L.C.,J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NASA
80NSSC19P1170,20080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),621073191,"APPLIED DIAMOND, INC.",J,FIRM FIXED PRICE,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,NOT COMPETED,ONLY ONE SOURCE,NASA
HHSF223201710060G,426334.67,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),195823570,"AGILENT TECHNOLOGIES, INC.",J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,HHS
SPE5E919V4308,27.25,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,332510,HARDWARE MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE2D619F6H0M,473.04,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6L0B,476.4,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6L8R,655.05,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6M2M,573.36,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6M4B,157.26,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5HZQ,132.57,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5JA2,74,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE7LX19F3777,19313.32,DEPARTMENT OF DEFENSE (DOD),791792583,"TESLA INDUSTRIES, INC.",J,FIRM FIXED PRICE,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,DOD
W912BU18C0046,873989.12,DEPARTMENT OF DEFENSE (DOD),159062012,"MOUNTAIN CONSULTING, INC.",J,FIRM FIXED PRICE,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,DOD
SPE2D619F6Q3A,510.12,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6Q5N,70.91,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6Q6W,235.89,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6Q9W,141.82,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6R9Q,258.84,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE8E919P0740,18043.64,DEPARTMENT OF DEFENSE (DOD),830850447,"INTEGRITY CORPORATION, INC.",J,FIRM FIXED PRICE,335129,OTHER LIGHTING EQUIPMENT MANUFACTURING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,DOD
SPE2D619F6S3R,56.13,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6T1Y,30.24,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6T8L,330.28,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE2D619F6U0E,71.94,DEPARTMENT OF DEFENSE (DOD),83235549,DENTSPLY INTERNATIONAL INC.,J,FIRM FIXED PRICE,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
47QSWA19F4J5G,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F4J81,729.44,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QRAA19D008K,0,GENERAL SERVICES ADMINISTRATION (GSA),151596975,"STRATEGIC INITIATIVES CONSULTING GROUP, LLC",K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,GSA
47QRAA19D008K,0,GENERAL SERVICES ADMINISTRATION (GSA),151596975,"STRATEGIC INITIATIVES CONSULTING GROUP, LLC",K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,GSA
2031ZA17F00303,773130,DEPARTMENT OF THE TREASURY (TREAS),796913192,LABWARE INCORPORATED,J,FIRM FIXED PRICE,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,TREAS
HHSN263201400038B,0,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),56339393,LAB PRODUCTS INC,J,FIRM FIXED PRICE,314999,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,,,HHS
VA25914A0059,0,DEPARTMENT OF VETERANS AFFAIRS (VA),5088112,SIEMENS HEALTHCARE DIAGNOSTICS INC.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,VA
959P0019C0014,44550,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),51154354,"ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC, INC.",J,FIRM FIXED PRICE,562112,HAZARDOUS WASTE COLLECTION,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,CSOSA
36C24519G0007,0,DEPARTMENT OF VETERANS AFFAIRS (VA),962904921,TRINITY HOME HEALTH CARE CORP.,J,FIRM FIXED PRICE,621610,HOME HEALTH CARE SERVICES,,,VA
SPE30019F5L7D,168.96,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
SPE30019F5L7E,82.91,DEPARTMENT OF DEFENSE (DOD),11038254,"HY-POINT DAIRY FARMS, INC.",J,FIRM FIXED PRICE,311511,FLUID MILK MANUFACTURING,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,DOD
